 ra_target, dec_target, ha_current, ra_current, dec_current, lst_current, epoch_current, utc_current, year_currently,Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),Unnamed: 32
12.32,12.22,-1.592695,12.319978,12.218005,10.727283,2000.0,20.065899,2025.561259,,,0.00011947356067193195,-39.22728212045222,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.3603474446722,56.42410684541829,-24.423542270961704,-20.290129106968916,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.32,12.22,-1.592334,12.319966,12.21783,10.727632,2000.0,20.066246,2025.561259,,,0.00011879927481983248,-39.25187184289462,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.36556143366742,56.42673207064666,-24.423562324765534,-20.290150682192728,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.32,12.22,-1.592159,12.319965,12.21767,10.727806,2000.0,20.06642,2025.561259,,,0.00011979969988721033,-39.21547835349628,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.37078733343712,56.4293632706718,-24.423583989831773,-20.290172582361066,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.32,12.22,-1.591817,12.319972,12.217424,10.728154,2000.0,20.066767,2025.561259,,,0.0001194174931543515,-39.22933318848316,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.37604990167446,56.43201295093905,-24.423603020853758,-20.290191613383055,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.32,12.22,-1.591467,12.319969,12.217418,10.728503,2000.0,20.067114,2025.561259,,,0.00011986874165365464,-39.21295660168757,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.38131446600121,56.434660713233896,-24.42362431519858,-20.290212907727877,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.22,-1.659806,12.410252,12.221611,10.750446,2000.0,20.088998,2025.561259,,,0.00011940279250322233,-39.229865844277974,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.81490668422687,56.651149688673904,-24.425318885312706,-20.291907059567876,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.22,-1.659482,12.410277,12.222067,10.750794,2000.0,20.089345,2025.561259,,,0.00011898593773013927,-39.24504891466005,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.82001841114727,56.65368080656809,-24.42533832825743,-20.291925571520423,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.22,-1.659321,12.410289,12.222294,10.750968,2000.0,20.089519,2025.561259,,,0.00011964382868590429,-39.22114126929966,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.82535029202693,56.65632093568969,-24.425359894162145,-20.29194657934281,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.22,-1.658992,12.410309,12.222871,10.751317,2000.0,20.089866,2025.561259,,,0.00012016079414458726,-39.202374714619424,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.83074846699964,56.65899389093206,-24.425379803581464,-20.291966488762128,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.22,-1.658818,12.410309,12.223147,10.751491,2000.0,20.09004,2025.561259,,,0.00012001975312649028,-39.20747707226902,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,126.83605941493961,56.661621333057106,-24.425400496202595,-20.29198718138326,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.31,-1.62919,12.409764,12.312337,10.780575,2000.0,20.119044,2025.561259,,,0.00011895009593151996,-39.2463517242184,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,127.41626359392339,56.945734677678644,-24.427647463362984,-20.29423605589228,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.31,-1.628951,12.409874,12.312336,10.780923,2000.0,20.119391,2025.561259,,,0.00011933585106808518,-39.23229293679235,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,127.42135444245358,56.948200340692935,-24.427668270645803,-20.2942568631751,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.31,-1.62893,12.410027,12.3119,10.781097,2000.0,20.119565,2025.561259,,,0.00011971770089731112,-39.218417155396544,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,127.42705208491633,56.95095977845992,-24.42768974949423,-20.29427650344646,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.31,-1.628646,12.410091,12.311971,10.781445,2000.0,20.119913,2025.561259,,,0.0001190991309588489,-39.24091764536164,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,127.43247757734606,56.95358395757187,-24.427711856884176,-20.29429854206484,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.31,-1.628351,12.410145,12.312187,10.781794,2000.0,20.12026,2025.561259,,,0.00011871291086026278,-39.25502066042274,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,127.43791852976416,56.95622227764332,-24.427730668486436,-20.2943173536671,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.4,-1.598617,12.40932,12.402662,10.810703,2000.0,20.14909,2025.561259,,,0.00011878556711885778,-39.25236616321895,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.02287819539313,57.23635292582733,-24.42997620769706,-20.29656289287772,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.4,-1.59832,12.409372,12.402761,10.811051,2000.0,20.149438,2025.561259,,,0.00011907385055284935,-39.24184038707657,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.0317606918864,57.2405589596081,-24.430009617117083,-20.296596302297747,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.4,-1.598156,12.409382,12.40287,10.811226,2000.0,20.149611,2025.561259,,,0.0001192672760888734,-39.23478725493278,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.03918194717878,57.244073670947856,-24.430037047832208,-20.296624819115074,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.4,-1.59783,12.409404,12.403185,10.811574,2000.0,20.149959,2025.561259,,,0.00011898884913328264,-39.24495194032305,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.04460506654095,57.24664109034325,-24.430058094002558,-20.296646686531854,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.4,-1.597755,12.409503,12.403058,10.811748,2000.0,20.150133,2025.561259,,,0.00011863364697320541,-39.25792112417397,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.05005304539668,57.24922047738205,-24.43007913733151,-20.296666805533086,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.49,-1.569189,12.410021,12.490105,10.840832,2000.0,20.179137,2025.561259,,,0.00011785390838920343,-39.286577108117115,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.64071262445754,57.5257215732297,-24.432321063621586,-20.298908139669305,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.49,-1.56883,12.41001,12.490418,10.84118,2000.0,20.179484,2025.561259,,,0.00011830589213334886,-39.269956691174755,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.6503923941263,57.530200382107466,-24.432357734191726,-20.298945826808588,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.49,-1.56866,12.410014,12.49054,10.841354,2000.0,20.179658,2025.561259,,,0.00011830081772899726,-39.27012532023579,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.65764322709416,57.533558491522776,-24.432386067835,-20.298974660364298,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.49,-1.568312,12.410015,12.49071,10.841702,2000.0,20.180005,2025.561259,,,0.0001179283862409681,-39.28382175419876,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.66329485147654,57.53617038007951,-24.432408510927857,-20.298997103457154,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.49,-1.568142,12.410019,12.490831,10.841877,2000.0,20.180179,2025.561259,,,0.00011783681877305718,-39.28719030873231,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.66895001804124,57.53878861646641,-24.43242966220464,-20.299016922583053,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.58,-1.562888,12.410163,12.588093,10.847275,2000.0,20.185563,2025.561259,,,0.00011805059891849537,-39.279335523349765,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.77503402417756,57.587760370007516,-24.43282891797209,-20.299417335762975,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.58,-1.562546,12.410169,12.58937,10.847624,2000.0,20.18591,2025.561259,,,0.0001171195435487723,-39.31371658456529,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.7806868349534,57.59036596601203,-24.43284961282225,-20.29943629800291,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.58,-1.56239,12.410188,12.589951,10.847798,2000.0,20.186084,2025.561259,,,0.00011803975978550257,-39.27972308986551,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.78634407517333,57.592970844868866,-24.432871910874383,-20.299458691146523,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.58,-1.562054,12.4102,12.591204,10.848146,2000.0,20.186431,2025.561259,,,0.00011879732041695724,-39.25193520394901,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.79196779851395,57.59556308782025,-24.43289241347764,-20.29948100600694,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.41,12.58,-1.561884,12.410205,12.591734,10.84832,2000.0,20.186605,2025.561259,,,0.00011825207754144728,-39.27191448665175,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,128.79764475086301,57.59817318321524,-24.432914882017624,-20.29950347454692,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.58,-1.638037,12.500115,12.582286,10.862078,2000.0,20.200325,2025.561259,,,0.00011856342930159877,-39.26050041488487,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.08448151061103,57.729521490721886,-24.433993178755962,-20.300580832227542,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.58,-1.637707,12.500133,12.583161,10.862427,2000.0,20.200673,2025.561259,,,0.00011813011547227124,-39.27640437874784,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.09005388757504,57.732060762794895,-24.434014148957026,-20.30060083413769,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.58,-1.637549,12.50015,12.583671,10.862601,2000.0,20.200847,2025.561259,,,0.00011811471152426651,-39.27697504579935,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.0956935241325,57.734628121475886,-24.43403552628948,-20.300623012211037,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.58,-1.63724,12.500189,12.584569,10.862949,2000.0,20.201194,2025.561259,,,0.00011820617177426342,-39.27361772517566,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.10132497748086,57.737188544532046,-24.434056555904128,-20.300645148433425,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.58,-1.637068,12.500192,12.585031,10.863123,2000.0,20.201368,2025.561259,,,0.00011812934654791761,-39.27645770527872,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.10693619083145,57.73974378210771,-24.434077975617186,-20.30066589646839,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.49,-1.630319,12.500234,12.496983,10.869915,2000.0,20.208141,2025.561259,,,0.00011847271728031407,-39.26387279252247,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.24742618134658,57.803513442743814,-24.434602804878313,-20.301190524299,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.49,-1.630004,12.500268,12.497997,10.870264,2000.0,20.208488,2025.561259,,,0.000119017574673155,-39.24389240257502,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.25315219438215,57.8061066320154,-24.434624222493458,-20.301210907674122,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.49,-1.629846,12.500283,12.498408,10.870438,2000.0,20.208662,2025.561259,,,0.0001189372869951063,-39.24682152655528,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.25886222062712,57.80869184437033,-24.434645823283986,-20.301233304244818,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.49,-1.629517,12.500304,12.499374,10.870786,2000.0,20.209009,2025.561259,,,0.00011867212987126948,-39.25654300702973,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.26457152612343,57.81127222482932,-24.434667071919815,-20.301255664449112,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.49,-1.62936,12.500321,12.49988,10.87096,2000.0,20.209183,2025.561259,,,0.00011832811695098711,-39.269131193392234,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.27025036534707,57.81384217963116,-24.434688635059064,-20.301276527921235,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.4,-1.622587,12.500165,12.406481,10.877578,2000.0,20.215783,2025.561259,,,0.0001184109254321345,-39.26608230834755,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.4106028853461,57.87716604321781,-24.435213701170326,-20.30180038635099,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.4,-1.622263,12.500189,12.407635,10.877926,2000.0,20.21613,2025.561259,,,0.00011875146182535334,-39.25364861296696,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.41623085677983,57.879697897554216,-24.435235073962456,-20.301822370614403,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.4,-1.622098,12.500198,12.408067,10.878101,2000.0,20.216304,2025.561259,,,0.00011922810757005837,-39.236236965892665,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.42190321729706,57.88224972119834,-24.435255935743378,-20.30184452827267,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.4,-1.62178,12.500228,12.409196,10.878449,2000.0,20.216651,2025.561259,,,0.0001186196776371652,-39.25843429224676,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.42757778864961,57.884802539430524,-24.435277611600988,-20.301865713693548,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.4,-1.621452,12.500249,12.410156,10.878797,2000.0,20.216999,2025.561259,,,0.00011868764698294129,-39.25594896919687,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.43327764948847,57.887366734638626,-24.435298459770493,-20.301885144951157,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.31,-1.6035,12.500061,12.30853,10.896561,2000.0,20.234714,2025.561259,,,0.00011934345207218584,-39.23202204642137,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.81197724782274,58.056446930870024,-24.43670565521168,-20.303294247740975,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.31,-1.603182,12.500091,12.30851,10.896909,2000.0,20.235061,2025.561259,,,0.00011901213141836392,-39.2440911924839,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.81776435756683,58.059012217283254,-24.43672635602951,-20.303314948558807,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
12.5,12.31,-1.603012,12.500095,12.308645,10.897083,2000.0,20.235235,2025.561259,,,0.00011915518771445115,-39.2388802794375,,,,,,2.7253758907318115,,,,,,12.513728141784668,12.391121864318848,283.8457946777344,74.49114990234375,129.82354438041025,58.06157393014561,-24.43674775669088,-20.30333537684345,0.0,10.0,0.0,0.0,325.3699951171875,55.58000183105469,0.0,0.0,
