Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),Unnamed: 32,X (Rot),Y (Rot),X (Target),Y (Target),X_offset,Y_offset,HA (target),HA (Rot),Dec (Target),Dec (Rot),HA_offset,DEC_offset,DEC (Rot),HA (Target),DEC (Target)
2025-07-07,11:10:24.237,0.0004697366384789,-33.28479766845703,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1454162597656,33.428707122802734,16.301956176757812,26.43233299255371,0,10,0,0,2025-07-07T15:10:24.237Z,322.1400146484375,33.43000030517578,0.0,0.0,,-42.91412264688392,41.21569195104072,-42.91205979216248,41.220117627882125,0.0020628547214371906,0.004425676841407267,,35.69716913726932,,,-0.005014133344232619,0.0016191622207273326,-28.62183882121643,35.69215500392509,-28.6202196589957
2025-07-07,11:10:25.262,0.0004705578030552,-33.28479766845703,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1460876464844,33.426631927490234,16.301956176757812,26.43233299255371,0,10,0,0,2025-07-07T15:10:25.262Z,322.1499938964844,33.43000030517578,0.0149999996647238,-0.050000000745058,,-42.90771985770694,41.22248642675482,-42.91387985928449,41.22177480055944,0.006160001577555363,0.0007116261953825642,,35.687706865744424,,,0.003984274317261338,0.0031211650875029306,-28.621230232162997,35.691691140061685,-28.618109067075494
2025-07-07,11:10:26.286,0.0004678354016505,-33.28479766845703,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.14678955078125,33.424556732177734,16.30195426940918,26.43233108520508,0,10,0,0,2025-07-07T15:10:26.286Z,322.1700134277344,33.380001068115234,0.0099999997764825,-0.050000000745058,,-42.94911951366247,41.26503307799057,-42.915680412246374,41.2234527444176,0.03343910141609285,0.041580333572973416,,35.67288246587421,,,0.018315861318612292,-0.045852639489375235,-28.570143974663356,35.69119832719282,-28.61599661415273
2025-07-07,11:10:28.333,0.0004656935925595,-33.304762522379555,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1481628417969,33.42041015625,16.301952362060547,26.432329177856445,0,10,0,0,2025-07-07T15:10:28.333Z,322.2799987792969,33.38999938964844,0.1309999972581863,-0.0270000007003545,,-42.867497068229504,41.33412567980506,-42.91929716286844,41.22678562241087,0.05180009463893498,0.10734005739418961,,35.56775894410277,,,0.12248234004893277,-0.03835743633877087,-28.57341993784081,35.6902412841517,-28.61177737417958
2025-07-07,11:10:30.381,0.0004631969495676,-33.33238855997721,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1495361328125,33.416263580322266,16.301952362060547,26.432329177856445,0,10,0,0,2025-07-07T15:10:30.381Z,322.2699890136719,33.439998626708984,0.1159999966621398,0.0240000002086162,,-42.81971654304882,41.298322522753836,-42.922914181621614,41.23011846780437,0.1031976385727944,0.06820405494946868,,35.57310153364109,,,0.11618265872354527,0.01633684287165238,-28.623894977449474,35.68928419236464,-28.607558134577822
2025-07-07,11:10:32.429,0.0004634484939742,-33.345480600992836,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.15093994140625,33.412113189697266,16.301950454711914,26.432327270507812,0,10,0,0,2025-07-07T15:10:32.429Z,322.25,33.47999954223633,0.1019999980926513,0.0740000009536743,,-42.78923778071561,41.26153192803754,-42.926516021928386,41.2334742704866,0.1372782412127762,0.028057657550938586,,35.588730010344854,,,0.09956842130350196,0.061671958635290736,-28.66500518853643,35.688298431648356,-28.60333322990114
2025-07-07,11:10:35.501,0.0004634246870409,-33.33790969848633,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1529846191406,33.40589141845703,16.30194664001465,26.432323455810547,0,10,0,0,2025-07-07T15:10:35.501Z,322.1300048828125,33.459999084472656,-0.0149999996647238,0.050000000745058,,-42.88801391894343,41.19152958079013,-42.93195431724403,41.23846413992763,0.043940398300598815,0.046934559137497445,,35.70416146414935,,,-0.017284207391384143,0.05536450945882976,-28.652367909461127,35.68687725675797,-28.597003400002297
2025-07-07,11:10:37.549,0.0004636175581254,-33.33326848347982,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1543884277344,33.4017448425293,16.301944732666016,26.43232154846191,0,10,0,0,2025-07-07T15:10:37.549Z,322.0199890136719,33.43000030517578,-0.1299999952316284,0.0299999993294477,,-42.99096041187902,41.13390736836791,-42.93555268668811,41.241817659416625,0.05540772519091064,0.10791029104871797,,35.81098021129617,,,-0.1250891552126845,0.036387295022894506,-28.629169595913286,35.685891056083484,-28.59278230089039
2025-07-07,11:10:39.597,0.0004627846064977,-33.342795054117836,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.15576171875,33.39759826660156,16.301942825317383,26.43231964111328,0,10,0,0,2025-07-07T15:10:39.597Z,322.0400085449219,33.380001068115234,-0.1199999973177909,-0.0199999995529651,,-43.0324286415648,41.17638522845384,-42.93917091168216,41.24515035977738,0.09325772988263736,0.06876513132353779,,35.79616745016923,,,-0.11123370551381129,-0.010482577276345495,-28.578080485752153,35.68493374465542,-28.5885630630285
2025-07-07,11:10:40.622,0.0004624806751962,-33.34634908040365,,,,,,40.74350357055664,,,,,,23.38999938964844,58.814998626708984,111.80281829833984,-2.129568099975586,322.1564636230469,33.39552307128906,16.30194091796875,26.43231773376465,0,10,0,0,2025-07-07T15:10:40.622Z,322.05999755859375,33.33000183105469,-0.1019999980926513,-0.0740000009536743,,-43.07395199675798,41.21884121892835,-42.940972399833036,41.24682819528053,0.13297959692494032,0.027986976352181614,,35.7813759260875,,,-0.09693516603527996,-0.05945718283700785,-28.526993428761838,35.68444076005222,-28.586450611598845
