Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),Unnamed: 32
2025-07-08,12:11:35.737,0.0001222970895469,-39.11755243937174,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,191.52699279785156,76.59810638427734,11.116280555725098,-1.060582160949707,0,10,0,0,2025-07-08T16:11:35.737Z,191.32000732421875,77.13999938964844,-0.1800000071525573,0.5400000214576721,
2025-07-08,12:11:50.260,0.0001232263457495,-39.111611684163414,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,191.77346801757812,76.5877685546875,11.115974426269531,-1.0608882904052734,0,10,0,0,2025-07-08T16:11:50.260Z,191.3699951171875,77.12999725341797,-0.3600000143051147,0.5400000214576721,
2025-07-08,12:12:05.850,0.0001221143756993,-39.12747446695963,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,192.01959228515625,76.57721710205078,11.115668296813965,-1.0611944198608398,0,10,0,0,2025-07-08T16:12:05.850Z,191.4499969482422,77.12000274658203,-0.5400000214576721,0.5400000214576721,
2025-07-08,12:12:20.327,0.0001246689935214,-39.03910700480143,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,192.2653350830078,76.56645202636719,11.115363121032717,-1.0614995956420898,0,10,0,0,2025-07-08T16:12:20.327Z,191.7100067138672,76.93000030517578,-0.5400000214576721,0.3600000143051147,
2025-07-08,12:12:34.820,0.000129604304675,-38.87869389851888,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,192.4943695068359,76.55620574951172,11.115077018737791,-1.0617856979370115,0,10,0,0,2025-07-08T16:12:34.820Z,191.9499969482422,76.73999786376953,-0.5400000214576721,0.1800000071525573,
2025-07-08,12:12:49.331,0.0001325211924267,-38.78046544392904,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,192.73939514160156,76.5450210571289,11.114770889282228,-1.062091827392578,0,10,0,0,2025-07-08T16:12:49.331Z,192.19000244140625,76.55000305175781,-0.5400000214576721,0.0,
2025-07-08,12:13:03.800,0.0001295184192713,-38.88075510660807,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,192.96774291992188,76.53439331054688,11.11448574066162,-1.0623769760131836,0,10,0,0,2025-07-08T16:13:03.800Z,192.42999267578125,76.36000061035156,-0.5400000214576721,-0.1800000071525573,
2025-07-08,12:13:18.348,0.0001245201419806,-39.05005900065104,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.21202087402344,76.52279663085938,11.114180564880373,-1.0626821517944336,0,10,0,0,2025-07-08T16:13:18.348Z,192.7599945068359,76.2699966430664,-0.5400000214576721,-0.3600000143051147,
2025-07-08,12:13:36.872,0.0001231718342751,-39.09762700398763,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.504638671875,76.50860595703125,11.113812446594238,-1.0630502700805664,0,10,0,0,2025-07-08T16:13:36.872Z,192.9600067138672,75.97000122070312,-0.5400000214576721,-0.5400000214576721,
2025-07-08,12:13:42.074,0.0001231662172358,-39.09411493937174,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.60205078125,76.5038070678711,11.113691329956056,-1.06317138671875,0,10,0,0,2025-07-08T16:13:42.074Z,193.1499938964844,75.97000122070312,-0.3600000143051147,-0.5400000214576721,
